tilt : 682, real_tilt ; 59, pan : 682, real_pan : 1
tilt : 1002, real_tilt ; 1001, pan : 826, real_pan : 800
tilt : 1002, real_tilt ; 1001, pan : 842, real_pan : 818
tilt : 1002, real_tilt ; 1001, pan : 858, real_pan : 834
tilt : 1002, real_tilt ; 1001, pan : 874, real_pan : 849
tilt : 1002, real_tilt ; 1001, pan : 890, real_pan : 865
tilt : 1002, real_tilt ; 1001, pan : 906, real_pan : 879
tilt : 1002, real_tilt ; 1001, pan : 922, real_pan : 896
tilt : 1002, real_tilt ; 1001, pan : 938, real_pan : 913
tilt : 1002, real_tilt ; 1001, pan : 954, real_pan : 928
tilt : 1002, real_tilt ; 1001, pan : 970, real_pan : 945
tilt : 1002, real_tilt ; 1001, pan : 986, real_pan : 960
tilt : 1002, real_tilt ; 1001, pan : 1002, real_pan : 977
tilt : 1002, real_tilt ; 1001, pan : 1018, real_pan : 992
tilt : 1002, real_tilt ; 1001, pan : 1034, real_pan : 1010
tilt : 1002, real_tilt ; 1001, pan : 1050, real_pan : 1024
tilt : 1002, real_tilt ; 1001, pan : 1066, real_pan : 1042
tilt : 1002, real_tilt ; 1001, pan : 1082, real_pan : 1057
tilt : 1002, real_tilt ; 1001, pan : 1098, real_pan : 1073
tilt : 1002, real_tilt ; 1001, pan : 1114, real_pan : 1089
tilt : 1002, real_tilt ; 1001, pan : 1130, real_pan : 1105
tilt : 1002, real_tilt ; 1001, pan : 1146, real_pan : 1121
tilt : 1002, real_tilt ; 1001, pan : 1162, real_pan : 1137
tilt : 1002, real_tilt ; 1001, pan : 1178, real_pan : 1153
tilt : 1002, real_tilt ; 1001, pan : 1194, real_pan : 1168
tilt : 1002, real_tilt ; 1001, pan : 1210, real_pan : 1184
tilt : 1002, real_tilt ; 1001, pan : 1226, real_pan : 1201
tilt : 1002, real_tilt ; 1001, pan : 1242, real_pan : 1217
tilt : 1002, real_tilt ; 1001, pan : 1258, real_pan : 1232
tilt : 1002, real_tilt ; 1001, pan : 1274, real_pan : 1248
tilt : 1002, real_tilt ; 1001, pan : 1290, real_pan : 1264
tilt : 1002, real_tilt ; 1001, pan : 1306, real_pan : 1281
tilt : 1002, real_tilt ; 1001, pan : 1322, real_pan : 1296
tilt : 1002, real_tilt ; 1001, pan : 1338, real_pan : 1313
tilt : 1002, real_tilt ; 1001, pan : 1354, real_pan : 1328
tilt : 1018, real_tilt ; 1009, pan : 682, real_pan : 1353
tilt : 1018, real_tilt ; 1016, pan : 698, real_pan : 1286
tilt : 1018, real_tilt ; 1016, pan : 714, real_pan : 1153
tilt : 1018, real_tilt ; 1017, pan : 730, real_pan : 1016
tilt : 1018, real_tilt ; 1017, pan : 746, real_pan : 886
tilt : 1018, real_tilt ; 1016, pan : 762, real_pan : 782
tilt : 1018, real_tilt ; 1017, pan : 778, real_pan : 762
tilt : 1018, real_tilt ; 1017, pan : 794, real_pan : 773
tilt : 1018, real_tilt ; 1017, pan : 810, real_pan : 787
tilt : 1018, real_tilt ; 1017, pan : 826, real_pan : 801
tilt : 1018, real_tilt ; 1017, pan : 842, real_pan : 819
tilt : 1018, real_tilt ; 1017, pan : 858, real_pan : 834
tilt : 1018, real_tilt ; 1017, pan : 874, real_pan : 850
tilt : 1018, real_tilt ; 1017, pan : 890, real_pan : 865
tilt : 1018, real_tilt ; 1017, pan : 906, real_pan : 880
tilt : 1018, real_tilt ; 1017, pan : 922, real_pan : 895
tilt : 1018, real_tilt ; 1017, pan : 938, real_pan : 914
tilt : 1018, real_tilt ; 1017, pan : 954, real_pan : 930
tilt : 1018, real_tilt ; 1017, pan : 970, real_pan : 944
tilt : 1018, real_tilt ; 1017, pan : 986, real_pan : 961
tilt : 1018, real_tilt ; 1017, pan : 1002, real_pan : 977
tilt : 1018, real_tilt ; 1017, pan : 1018, real_pan : 993
tilt : 1018, real_tilt ; 1017, pan : 1034, real_pan : 1010
tilt : 1018, real_tilt ; 1017, pan : 1050, real_pan : 1025
tilt : 1018, real_tilt ; 1017, pan : 1066, real_pan : 1042
tilt : 1018, real_tilt ; 1017, pan : 1082, real_pan : 1057
tilt : 1018, real_tilt ; 1017, pan : 1098, real_pan : 1073
tilt : 1018, real_tilt ; 1017, pan : 1114, real_pan : 1090
tilt : 1018, real_tilt ; 1017, pan : 1130, real_pan : 1106
tilt : 1018, real_tilt ; 1017, pan : 1146, real_pan : 1120
tilt : 1018, real_tilt ; 1017, pan : 1162, real_pan : 1137
tilt : 1018, real_tilt ; 1017, pan : 1178, real_pan : 1153
tilt : 1018, real_tilt ; 1017, pan : 1194, real_pan : 1169
tilt : 1018, real_tilt ; 1017, pan : 1210, real_pan : 1185
tilt : 1018, real_tilt ; 1017, pan : 1226, real_pan : 1201
tilt : 1018, real_tilt ; 1017, pan : 1242, real_pan : 1217
tilt : 1018, real_tilt ; 1017, pan : 1258, real_pan : 1233
tilt : 1018, real_tilt ; 1017, pan : 1274, real_pan : 1249
tilt : 1018, real_tilt ; 1017, pan : 1290, real_pan : 1265
tilt : 1018, real_tilt ; 1017, pan : 1306, real_pan : 1281
tilt : 1018, real_tilt ; 1017, pan : 1322, real_pan : 1296
tilt : 1018, real_tilt ; 1017, pan : 1338, real_pan : 1313
tilt : 1018, real_tilt ; 1017, pan : 1354, real_pan : 1328
tilt : 1034, real_tilt ; 1025, pan : 682, real_pan : 1352
tilt : 1034, real_tilt ; 1033, pan : 698, real_pan : 1284
tilt : 1034, real_tilt ; 1033, pan : 714, real_pan : 1151
tilt : 1034, real_tilt ; 1033, pan : 730, real_pan : 1014
tilt : 1034, real_tilt ; 1033, pan : 746, real_pan : 883
tilt : 1034, real_tilt ; 1033, pan : 762, real_pan : 781
tilt : 1034, real_tilt ; 1033, pan : 778, real_pan : 762
tilt : 1034, real_tilt ; 1033, pan : 794, real_pan : 773
tilt : 1034, real_tilt ; 1033, pan : 810, real_pan : 787
tilt : 1034, real_tilt ; 1033, pan : 826, real_pan : 801
tilt : 1034, real_tilt ; 1033, pan : 842, real_pan : 818
tilt : 1034, real_tilt ; 1032, pan : 858, real_pan : 834
tilt : 1034, real_tilt ; 1033, pan : 874, real_pan : 850
tilt : 1034, real_tilt ; 1033, pan : 890, real_pan : 865
tilt : 1034, real_tilt ; 1033, pan : 906, real_pan : 880
tilt : 1034, real_tilt ; 1033, pan : 922, real_pan : 895
tilt : 1034, real_tilt ; 1033, pan : 938, real_pan : 915
tilt : 1034, real_tilt ; 1033, pan : 954, real_pan : 930
tilt : 1034, real_tilt ; 1033, pan : 970, real_pan : 944
tilt : 1034, real_tilt ; 1033, pan : 986, real_pan : 962
tilt : 1034, real_tilt ; 1033, pan : 1002, real_pan : 978
tilt : 1034, real_tilt ; 1033, pan : 1018, real_pan : 993
tilt : 1034, real_tilt ; 1033, pan : 1034, real_pan : 1009
tilt : 1034, real_tilt ; 1033, pan : 1050, real_pan : 1026
tilt : 1034, real_tilt ; 1033, pan : 1066, real_pan : 1041
tilt : 1034, real_tilt ; 1033, pan : 1082, real_pan : 1057
tilt : 1034, real_tilt ; 1033, pan : 1098, real_pan : 1073
tilt : 1034, real_tilt ; 1033, pan : 1114, real_pan : 1090
tilt : 1034, real_tilt ; 1033, pan : 1130, real_pan : 1105
tilt : 1034, real_tilt ; 1033, pan : 1146, real_pan : 1121
tilt : 1034, real_tilt ; 1033, pan : 1162, real_pan : 1137
tilt : 1034, real_tilt ; 1033, pan : 1178, real_pan : 1153
tilt : 1034, real_tilt ; 1033, pan : 1194, real_pan : 1169
tilt : 1034, real_tilt ; 1033, pan : 1210, real_pan : 1184
tilt : 1034, real_tilt ; 1033, pan : 1226, real_pan : 1201
tilt : 1034, real_tilt ; 1033, pan : 1242, real_pan : 1217
tilt : 1034, real_tilt ; 1033, pan : 1258, real_pan : 1232
tilt : 1034, real_tilt ; 1033, pan : 1274, real_pan : 1249
tilt : 1034, real_tilt ; 1033, pan : 1290, real_pan : 1265
tilt : 1034, real_tilt ; 1033, pan : 1306, real_pan : 1280
tilt : 1034, real_tilt ; 1033, pan : 1322, real_pan : 1296
tilt : 1034, real_tilt ; 1033, pan : 1338, real_pan : 1312
tilt : 1034, real_tilt ; 1033, pan : 1354, real_pan : 1328
tilt : 1050, real_tilt ; 1041, pan : 682, real_pan : 1353
tilt : 1050, real_tilt ; 1048, pan : 698, real_pan : 1286
tilt : 1050, real_tilt ; 1049, pan : 714, real_pan : 1153
tilt : 1050, real_tilt ; 1049, pan : 730, real_pan : 1016
tilt : 1050, real_tilt ; 1049, pan : 746, real_pan : 886
tilt : 1050, real_tilt ; 1049, pan : 762, real_pan : 782
tilt : 1050, real_tilt ; 1049, pan : 778, real_pan : 762
tilt : 1050, real_tilt ; 1049, pan : 794, real_pan : 773
tilt : 1050, real_tilt ; 1049, pan : 810, real_pan : 787
tilt : 1050, real_tilt ; 1049, pan : 826, real_pan : 800
tilt : 1050, real_tilt ; 1049, pan : 842, real_pan : 818
tilt : 1050, real_tilt ; 1049, pan : 858, real_pan : 834
tilt : 1050, real_tilt ; 1049, pan : 874, real_pan : 849
tilt : 1050, real_tilt ; 1049, pan : 890, real_pan : 864
tilt : 1050, real_tilt ; 1049, pan : 906, real_pan : 880
tilt : 1050, real_tilt ; 1049, pan : 922, real_pan : 895
tilt : 1050, real_tilt ; 1049, pan : 938, real_pan : 914
tilt : 1050, real_tilt ; 1049, pan : 954, real_pan : 930
tilt : 1050, real_tilt ; 1049, pan : 970, real_pan : 943
tilt : 1050, real_tilt ; 1049, pan : 986, real_pan : 962
tilt : 1050, real_tilt ; 1049, pan : 1002, real_pan : 977
tilt : 1050, real_tilt ; 1049, pan : 1018, real_pan : 992
tilt : 1050, real_tilt ; 1049, pan : 1034, real_pan : 1009
tilt : 1050, real_tilt ; 1049, pan : 1050, real_pan : 1025
tilt : 1050, real_tilt ; 1049, pan : 1066, real_pan : 1041
tilt : 1050, real_tilt ; 1049, pan : 1082, real_pan : 1057
tilt : 1050, real_tilt ; 1049, pan : 1098, real_pan : 1073
tilt : 1050, real_tilt ; 1049, pan : 1114, real_pan : 1089
tilt : 1050, real_tilt ; 1049, pan : 1130, real_pan : 1105
tilt : 1050, real_tilt ; 1049, pan : 1146, real_pan : 1121
tilt : 1050, real_tilt ; 1049, pan : 1162, real_pan : 1137
tilt : 1050, real_tilt ; 1049, pan : 1178, real_pan : 1153
tilt : 1050, real_tilt ; 1049, pan : 1194, real_pan : 1168
tilt : 1050, real_tilt ; 1049, pan : 1210, real_pan : 1184
tilt : 1050, real_tilt ; 1049, pan : 1226, real_pan : 1201
tilt : 1050, real_tilt ; 1049, pan : 1242, real_pan : 1217
tilt : 1050, real_tilt ; 1049, pan : 1258, real_pan : 1233
tilt : 1050, real_tilt ; 1049, pan : 1274, real_pan : 1248
tilt : 1050, real_tilt ; 1049, pan : 1290, real_pan : 1264
tilt : 1050, real_tilt ; 1049, pan : 1306, real_pan : 1281
tilt : 1050, real_tilt ; 1049, pan : 1322, real_pan : 1296
tilt : 1050, real_tilt ; 1049, pan : 1338, real_pan : 1312
tilt : 1050, real_tilt ; 1049, pan : 1354, real_pan : 1328
tilt : 1066, real_tilt ; 1057, pan : 682, real_pan : 1353
tilt : 1066, real_tilt ; 1064, pan : 698, real_pan : 1286
tilt : 1066, real_tilt ; 1065, pan : 714, real_pan : 1154
tilt : 1066, real_tilt ; 1065, pan : 730, real_pan : 1017
tilt : 1066, real_tilt ; 1065, pan : 746, real_pan : 886
tilt : 1066, real_tilt ; 1065, pan : 762, real_pan : 782
tilt : 1066, real_tilt ; 1065, pan : 778, real_pan : 762
tilt : 1066, real_tilt ; 1065, pan : 794, real_pan : 773
tilt : 1066, real_tilt ; 1065, pan : 810, real_pan : 787
tilt : 1066, real_tilt ; 1065, pan : 826, real_pan : 800
tilt : 1066, real_tilt ; 1065, pan : 842, real_pan : 818
tilt : 1066, real_tilt ; 1064, pan : 858, real_pan : 834
tilt : 1066, real_tilt ; 1065, pan : 874, real_pan : 848
tilt : 1066, real_tilt ; 1065, pan : 890, real_pan : 864
tilt : 1066, real_tilt ; 1065, pan : 906, real_pan : 881
tilt : 1066, real_tilt ; 1064, pan : 922, real_pan : 896
tilt : 1066, real_tilt ; 1065, pan : 938, real_pan : 912
tilt : 1066, real_tilt ; 1065, pan : 954, real_pan : 929
tilt : 1066, real_tilt ; 1065, pan : 970, real_pan : 945
tilt : 1066, real_tilt ; 1065, pan : 986, real_pan : 960
tilt : 1066, real_tilt ; 1065, pan : 1002, real_pan : 978
tilt : 1066, real_tilt ; 1065, pan : 1018, real_pan : 992
tilt : 1066, real_tilt ; 1064, pan : 1034, real_pan : 1009
tilt : 1066, real_tilt ; 1065, pan : 1050, real_pan : 1024
tilt : 1066, real_tilt ; 1064, pan : 1066, real_pan : 1042
tilt : 1066, real_tilt ; 1065, pan : 1082, real_pan : 1057
tilt : 1066, real_tilt ; 1065, pan : 1098, real_pan : 1074
tilt : 1066, real_tilt ; 1065, pan : 1114, real_pan : 1089
tilt : 1066, real_tilt ; 1064, pan : 1130, real_pan : 1105
tilt : 1066, real_tilt ; 1065, pan : 1146, real_pan : 1121
tilt : 1066, real_tilt ; 1064, pan : 1162, real_pan : 1137
tilt : 1066, real_tilt ; 1065, pan : 1178, real_pan : 1153
tilt : 1066, real_tilt ; 1065, pan : 1194, real_pan : 1168
tilt : 1066, real_tilt ; 1065, pan : 1210, real_pan : 1184
tilt : 1066, real_tilt ; 1065, pan : 1226, real_pan : 1201
tilt : 1066, real_tilt ; 1065, pan : 1242, real_pan : 1217
tilt : 1066, real_tilt ; 1065, pan : 1258, real_pan : 1233
tilt : 1066, real_tilt ; 1064, pan : 1274, real_pan : 1249
tilt : 1066, real_tilt ; 1065, pan : 1290, real_pan : 1265
tilt : 1066, real_tilt ; 1065, pan : 1306, real_pan : 1281
tilt : 1066, real_tilt ; 1065, pan : 1322, real_pan : 1297
tilt : 1066, real_tilt ; 1065, pan : 1338, real_pan : 1313
tilt : 1066, real_tilt ; 1065, pan : 1354, real_pan : 1329
tilt : 1082, real_tilt ; 1073, pan : 682, real_pan : 1353
tilt : 1082, real_tilt ; 1080, pan : 698, real_pan : 1284
tilt : 1082, real_tilt ; 1081, pan : 714, real_pan : 1151
tilt : 1082, real_tilt ; 1081, pan : 730, real_pan : 1014
tilt : 1082, real_tilt ; 1081, pan : 746, real_pan : 883
tilt : 1082, real_tilt ; 1081, pan : 762, real_pan : 781
tilt : 1082, real_tilt ; 1081, pan : 778, real_pan : 762
tilt : 1082, real_tilt ; 1081, pan : 794, real_pan : 773
tilt : 1082, real_tilt ; 1081, pan : 810, real_pan : 787
tilt : 1082, real_tilt ; 1081, pan : 826, real_pan : 801
tilt : 1082, real_tilt ; 1081, pan : 842, real_pan : 818
tilt : 1082, real_tilt ; 1081, pan : 858, real_pan : 834
tilt : 1082, real_tilt ; 1081, pan : 874, real_pan : 848
tilt : 1082, real_tilt ; 1081, pan : 890, real_pan : 864
tilt : 1082, real_tilt ; 1081, pan : 906, real_pan : 881
tilt : 1082, real_tilt ; 1081, pan : 922, real_pan : 897
tilt : 1082, real_tilt ; 1081, pan : 938, real_pan : 914
tilt : 1082, real_tilt ; 1081, pan : 954, real_pan : 929
tilt : 1082, real_tilt ; 1081, pan : 970, real_pan : 945
tilt : 1082, real_tilt ; 1081, pan : 986, real_pan : 961
tilt : 1082, real_tilt ; 1081, pan : 1002, real_pan : 978
tilt : 1082, real_tilt ; 1081, pan : 1018, real_pan : 992
tilt : 1082, real_tilt ; 1081, pan : 1034, real_pan : 1010
tilt : 1082, real_tilt ; 1081, pan : 1050, real_pan : 1024
tilt : 1082, real_tilt ; 1081, pan : 1066, real_pan : 1042
tilt : 1082, real_tilt ; 1081, pan : 1082, real_pan : 1057
tilt : 1082, real_tilt ; 1081, pan : 1098, real_pan : 1073
tilt : 1082, real_tilt ; 1081, pan : 1114, real_pan : 1089
tilt : 1082, real_tilt ; 1081, pan : 1130, real_pan : 1106
tilt : 1082, real_tilt ; 1080, pan : 1146, real_pan : 1120
tilt : 1082, real_tilt ; 1080, pan : 1162, real_pan : 1137
tilt : 1082, real_tilt ; 1081, pan : 1178, real_pan : 1153
tilt : 1082, real_tilt ; 1081, pan : 1194, real_pan : 1169
tilt : 1082, real_tilt ; 1081, pan : 1210, real_pan : 1184
tilt : 1082, real_tilt ; 1081, pan : 1226, real_pan : 1201
tilt : 1082, real_tilt ; 1081, pan : 1242, real_pan : 1217
tilt : 1082, real_tilt ; 1081, pan : 1258, real_pan : 1232
tilt : 1082, real_tilt ; 1081, pan : 1274, real_pan : 1248
tilt : 1082, real_tilt ; 1081, pan : 1290, real_pan : 1265
tilt : 1082, real_tilt ; 1081, pan : 1306, real_pan : 1281
tilt : 1082, real_tilt ; 1081, pan : 1322, real_pan : 1296
tilt : 1082, real_tilt ; 1081, pan : 1338, real_pan : 1313
tilt : 1082, real_tilt ; 1081, pan : 1354, real_pan : 1329
tilt : 1098, real_tilt ; 1089, pan : 682, real_pan : 1353
tilt : 1098, real_tilt ; 1096, pan : 698, real_pan : 1283
tilt : 1098, real_tilt ; 1097, pan : 714, real_pan : 1151
tilt : 1098, real_tilt ; 1097, pan : 730, real_pan : 1014
tilt : 1098, real_tilt ; 1096, pan : 746, real_pan : 883
tilt : 1098, real_tilt ; 1097, pan : 762, real_pan : 781
tilt : 1098, real_tilt ; 1097, pan : 778, real_pan : 762
tilt : 1098, real_tilt ; 1097, pan : 794, real_pan : 773
tilt : 1098, real_tilt ; 1097, pan : 810, real_pan : 788
tilt : 1098, real_tilt ; 1097, pan : 826, real_pan : 801
tilt : 1098, real_tilt ; 1097, pan : 842, real_pan : 818
tilt : 1098, real_tilt ; 1097, pan : 858, real_pan : 834
tilt : 1098, real_tilt ; 1097, pan : 874, real_pan : 848
tilt : 1098, real_tilt ; 1097, pan : 890, real_pan : 864
tilt : 1098, real_tilt ; 1097, pan : 906, real_pan : 882
tilt : 1098, real_tilt ; 1097, pan : 922, real_pan : 895
tilt : 1098, real_tilt ; 1097, pan : 938, real_pan : 913
tilt : 1098, real_tilt ; 1097, pan : 954, real_pan : 930
tilt : 1098, real_tilt ; 1097, pan : 970, real_pan : 944
tilt : 1098, real_tilt ; 1097, pan : 986, real_pan : 962
tilt : 1098, real_tilt ; 1097, pan : 1002, real_pan : 977
tilt : 1098, real_tilt ; 1097, pan : 1018, real_pan : 992
tilt : 1098, real_tilt ; 1097, pan : 1034, real_pan : 1008
tilt : 1098, real_tilt ; 1097, pan : 1050, real_pan : 1026
tilt : 1098, real_tilt ; 1097, pan : 1066, real_pan : 1041
tilt : 1098, real_tilt ; 1097, pan : 1082, real_pan : 1057
tilt : 1098, real_tilt ; 1097, pan : 1098, real_pan : 1073
tilt : 1098, real_tilt ; 1097, pan : 1114, real_pan : 1089
tilt : 1098, real_tilt ; 1097, pan : 1130, real_pan : 1105
tilt : 1098, real_tilt ; 1097, pan : 1146, real_pan : 1121
tilt : 1098, real_tilt ; 1097, pan : 1162, real_pan : 1137
tilt : 1098, real_tilt ; 1097, pan : 1178, real_pan : 1153
tilt : 1098, real_tilt ; 1097, pan : 1194, real_pan : 1168
tilt : 1098, real_tilt ; 1097, pan : 1210, real_pan : 1184
tilt : 1098, real_tilt ; 1097, pan : 1226, real_pan : 1201
tilt : 1098, real_tilt ; 1097, pan : 1242, real_pan : 1217
tilt : 1098, real_tilt ; 1097, pan : 1258, real_pan : 1232
tilt : 1098, real_tilt ; 1097, pan : 1274, real_pan : 1248
tilt : 1098, real_tilt ; 1097, pan : 1290, real_pan : 1265
tilt : 1098, real_tilt ; 1097, pan : 1306, real_pan : 1281
tilt : 1098, real_tilt ; 1097, pan : 1322, real_pan : 1296
tilt : 1098, real_tilt ; 1097, pan : 1338, real_pan : 1312
tilt : 1098, real_tilt ; 1097, pan : 1354, real_pan : 1328
tilt : 1114, real_tilt ; 1106, pan : 682, real_pan : 1353
tilt : 1114, real_tilt ; 1112, pan : 698, real_pan : 1286
tilt : 1114, real_tilt ; 1113, pan : 714, real_pan : 1153
tilt : 1114, real_tilt ; 1113, pan : 730, real_pan : 1016
tilt : 1114, real_tilt ; 1113, pan : 746, real_pan : 886
tilt : 1114, real_tilt ; 1113, pan : 762, real_pan : 782
tilt : 1114, real_tilt ; 1113, pan : 778, real_pan : 762
tilt : 1114, real_tilt ; 1113, pan : 794, real_pan : 773
tilt : 1114, real_tilt ; 1113, pan : 810, real_pan : 787
tilt : 1114, real_tilt ; 1113, pan : 826, real_pan : 801
tilt : 1114, real_tilt ; 1113, pan : 842, real_pan : 818
tilt : 1114, real_tilt ; 1113, pan : 858, real_pan : 833
tilt : 1114, real_tilt ; 1113, pan : 874, real_pan : 849
tilt : 1114, real_tilt ; 1113, pan : 890, real_pan : 864
tilt : 1114, real_tilt ; 1113, pan : 906, real_pan : 880
tilt : 1114, real_tilt ; 1113, pan : 922, real_pan : 896
tilt : 1114, real_tilt ; 1113, pan : 938, real_pan : 913
tilt : 1114, real_tilt ; 1113, pan : 954, real_pan : 929
tilt : 1114, real_tilt ; 1113, pan : 970, real_pan : 945
tilt : 1114, real_tilt ; 1113, pan : 986, real_pan : 961
tilt : 1114, real_tilt ; 1113, pan : 1002, real_pan : 976
tilt : 1114, real_tilt ; 1113, pan : 1018, real_pan : 993
tilt : 1114, real_tilt ; 1113, pan : 1034, real_pan : 1008
tilt : 1114, real_tilt ; 1113, pan : 1050, real_pan : 1026
tilt : 1114, real_tilt ; 1113, pan : 1066, real_pan : 1041
tilt : 1114, real_tilt ; 1113, pan : 1082, real_pan : 1057
tilt : 1114, real_tilt ; 1113, pan : 1098, real_pan : 1073
tilt : 1114, real_tilt ; 1113, pan : 1114, real_pan : 1090
tilt : 1114, real_tilt ; 1113, pan : 1130, real_pan : 1105
tilt : 1114, real_tilt ; 1113, pan : 1146, real_pan : 1121
tilt : 1114, real_tilt ; 1113, pan : 1162, real_pan : 1137
tilt : 1114, real_tilt ; 1113, pan : 1178, real_pan : 1153
tilt : 1114, real_tilt ; 1112, pan : 1194, real_pan : 1168
tilt : 1114, real_tilt ; 1113, pan : 1210, real_pan : 1184
tilt : 1114, real_tilt ; 1113, pan : 1226, real_pan : 1201
tilt : 1114, real_tilt ; 1113, pan : 1242, real_pan : 1217
tilt : 1114, real_tilt ; 1113, pan : 1258, real_pan : 1232
tilt : 1114, real_tilt ; 1113, pan : 1274, real_pan : 1248
tilt : 1114, real_tilt ; 1113, pan : 1290, real_pan : 1264
tilt : 1114, real_tilt ; 1113, pan : 1306, real_pan : 1280
tilt : 1114, real_tilt ; 1113, pan : 1322, real_pan : 1296
tilt : 1114, real_tilt ; 1113, pan : 1338, real_pan : 1312
tilt : 1114, real_tilt ; 1113, pan : 1354, real_pan : 1328
tilt : 1130, real_tilt ; 1122, pan : 682, real_pan : 1352
tilt : 1130, real_tilt ; 1128, pan : 698, real_pan : 1283
tilt : 1130, real_tilt ; 1129, pan : 714, real_pan : 1151
tilt : 1130, real_tilt ; 1129, pan : 730, real_pan : 1013
tilt : 1130, real_tilt ; 1129, pan : 746, real_pan : 883
tilt : 1130, real_tilt ; 1129, pan : 762, real_pan : 781
tilt : 1130, real_tilt ; 1129, pan : 778, real_pan : 762
tilt : 1130, real_tilt ; 1129, pan : 794, real_pan : 773
tilt : 1130, real_tilt ; 1129, pan : 810, real_pan : 788
tilt : 1130, real_tilt ; 1129, pan : 826, real_pan : 802
tilt : 1130, real_tilt ; 1129, pan : 842, real_pan : 818
tilt : 1130, real_tilt ; 1129, pan : 858, real_pan : 833
tilt : 1130, real_tilt ; 1129, pan : 874, real_pan : 849
tilt : 1130, real_tilt ; 1129, pan : 890, real_pan : 865
tilt : 1130, real_tilt ; 1128, pan : 906, real_pan : 881
tilt : 1130, real_tilt ; 1129, pan : 922, real_pan : 896
tilt : 1130, real_tilt ; 1129, pan : 938, real_pan : 912
tilt : 1130, real_tilt ; 1129, pan : 954, real_pan : 929
tilt : 1130, real_tilt ; 1129, pan : 970, real_pan : 945
tilt : 1130, real_tilt ; 1129, pan : 986, real_pan : 960
tilt : 1130, real_tilt ; 1129, pan : 1002, real_pan : 978
tilt : 1130, real_tilt ; 1129, pan : 1018, real_pan : 992
tilt : 1130, real_tilt ; 1129, pan : 1034, real_pan : 1010
tilt : 1130, real_tilt ; 1129, pan : 1050, real_pan : 1024
tilt : 1130, real_tilt ; 1129, pan : 1066, real_pan : 1041
tilt : 1130, real_tilt ; 1129, pan : 1082, real_pan : 1057
tilt : 1130, real_tilt ; 1129, pan : 1098, real_pan : 1073
tilt : 1130, real_tilt ; 1129, pan : 1114, real_pan : 1090
tilt : 1130, real_tilt ; 1128, pan : 1130, real_pan : 1106
tilt : 1130, real_tilt ; 1128, pan : 1146, real_pan : 1121
tilt : 1130, real_tilt ; 1129, pan : 1162, real_pan : 1137
tilt : 1130, real_tilt ; 1129, pan : 1178, real_pan : 1153
tilt : 1130, real_tilt ; 1129, pan : 1194, real_pan : 1169
tilt : 1130, real_tilt ; 1129, pan : 1210, real_pan : 1184
tilt : 1130, real_tilt ; 1129, pan : 1226, real_pan : 1201
tilt : 1130, real_tilt ; 1129, pan : 1242, real_pan : 1217
tilt : 1130, real_tilt ; 1129, pan : 1258, real_pan : 1232
tilt : 1130, real_tilt ; 1129, pan : 1274, real_pan : 1249
tilt : 1130, real_tilt ; 1128, pan : 1290, real_pan : 1265
tilt : 1130, real_tilt ; 1129, pan : 1306, real_pan : 1281
tilt : 1130, real_tilt ; 1129, pan : 1322, real_pan : 1297
tilt : 1130, real_tilt ; 1129, pan : 1338, real_pan : 1312
tilt : 1130, real_tilt ; 1129, pan : 1354, real_pan : 1329
tilt : 1146, real_tilt ; 1138, pan : 682, real_pan : 1353
tilt : 1146, real_tilt ; 1144, pan : 698, real_pan : 1283
tilt : 1146, real_tilt ; 1145, pan : 714, real_pan : 1151
tilt : 1146, real_tilt ; 1145, pan : 730, real_pan : 1014
tilt : 1146, real_tilt ; 1145, pan : 746, real_pan : 883
tilt : 1146, real_tilt ; 1144, pan : 762, real_pan : 781
tilt : 1146, real_tilt ; 1145, pan : 778, real_pan : 762
tilt : 1146, real_tilt ; 1145, pan : 794, real_pan : 773
tilt : 1146, real_tilt ; 1145, pan : 810, real_pan : 788
tilt : 1146, real_tilt ; 1145, pan : 826, real_pan : 802
tilt : 1146, real_tilt ; 1145, pan : 842, real_pan : 818
tilt : 1146, real_tilt ; 1145, pan : 858, real_pan : 832
tilt : 1146, real_tilt ; 1145, pan : 874, real_pan : 850
tilt : 1146, real_tilt ; 1145, pan : 890, real_pan : 865
tilt : 1146, real_tilt ; 1145, pan : 906, real_pan : 880
tilt : 1146, real_tilt ; 1145, pan : 922, real_pan : 895
tilt : 1146, real_tilt ; 1145, pan : 938, real_pan : 914
tilt : 1146, real_tilt ; 1145, pan : 954, real_pan : 930
tilt : 1146, real_tilt ; 1145, pan : 970, real_pan : 944
tilt : 1146, real_tilt ; 1145, pan : 986, real_pan : 962
tilt : 1146, real_tilt ; 1145, pan : 1002, real_pan : 977
tilt : 1146, real_tilt ; 1145, pan : 1018, real_pan : 993
tilt : 1146, real_tilt ; 1145, pan : 1034, real_pan : 1008
tilt : 1146, real_tilt ; 1145, pan : 1050, real_pan : 1026
tilt : 1146, real_tilt ; 1144, pan : 1066, real_pan : 1041
tilt : 1146, real_tilt ; 1145, pan : 1082, real_pan : 1057
tilt : 1146, real_tilt ; 1145, pan : 1098, real_pan : 1073
tilt : 1146, real_tilt ; 1145, pan : 1114, real_pan : 1090
tilt : 1146, real_tilt ; 1145, pan : 1130, real_pan : 1105
tilt : 1146, real_tilt ; 1145, pan : 1146, real_pan : 1121
tilt : 1146, real_tilt ; 1145, pan : 1162, real_pan : 1137
