tilt : 682, real_tilt ; 679, pan : 682, real_pan : 679
tilt : 1002, real_tilt ; 1000, pan : 842, real_pan : 842
tilt : 1002, real_tilt ; 1000, pan : 858, real_pan : 858
tilt : 1002, real_tilt ; 1000, pan : 874, real_pan : 874
tilt : 1002, real_tilt ; 1000, pan : 890, real_pan : 889
tilt : 1002, real_tilt ; 1000, pan : 906, real_pan : 906
tilt : 1002, real_tilt ; 1000, pan : 922, real_pan : 921
tilt : 1002, real_tilt ; 1000, pan : 938, real_pan : 937
tilt : 1002, real_tilt ; 1000, pan : 954, real_pan : 953
tilt : 1002, real_tilt ; 1000, pan : 970, real_pan : 970
tilt : 1002, real_tilt ; 1000, pan : 986, real_pan : 986
tilt : 1002, real_tilt ; 1000, pan : 1002, real_pan : 1001
tilt : 1002, real_tilt ; 1000, pan : 1018, real_pan : 1018
tilt : 1002, real_tilt ; 1000, pan : 1034, real_pan : 1033
tilt : 1002, real_tilt ; 1000, pan : 1050, real_pan : 1049
tilt : 1002, real_tilt ; 1000, pan : 1066, real_pan : 1065
tilt : 1002, real_tilt ; 1000, pan : 1082, real_pan : 1082
tilt : 1002, real_tilt ; 1000, pan : 1098, real_pan : 1098
tilt : 1002, real_tilt ; 1000, pan : 1114, real_pan : 1113
tilt : 1002, real_tilt ; 1000, pan : 1130, real_pan : 1129
tilt : 1002, real_tilt ; 1000, pan : 1146, real_pan : 1144
tilt : 1002, real_tilt ; 1000, pan : 1162, real_pan : 1160
tilt : 1002, real_tilt ; 1000, pan : 1178, real_pan : 1176
tilt : 1002, real_tilt ; 1000, pan : 1194, real_pan : 1192
tilt : 1002, real_tilt ; 1000, pan : 1210, real_pan : 1208
tilt : 1002, real_tilt ; 1000, pan : 1226, real_pan : 1224
tilt : 1002, real_tilt ; 1000, pan : 1242, real_pan : 1240
tilt : 1002, real_tilt ; 1000, pan : 1258, real_pan : 1256
tilt : 1002, real_tilt ; 1000, pan : 1274, real_pan : 1272
tilt : 1002, real_tilt ; 1000, pan : 1290, real_pan : 1288
tilt : 1002, real_tilt ; 1000, pan : 1306, real_pan : 1304
tilt : 1002, real_tilt ; 1000, pan : 1322, real_pan : 1320
tilt : 1002, real_tilt ; 1000, pan : 1338, real_pan : 1336
tilt : 1002, real_tilt ; 1000, pan : 1354, real_pan : 1351
tilt : 1018, real_tilt ; 1016, pan : 682, real_pan : 684
tilt : 1018, real_tilt ; 1016, pan : 698, real_pan : 698
tilt : 1018, real_tilt ; 1016, pan : 714, real_pan : 714
tilt : 1018, real_tilt ; 1016, pan : 730, real_pan : 730
tilt : 1018, real_tilt ; 1016, pan : 746, real_pan : 746
tilt : 1018, real_tilt ; 1016, pan : 762, real_pan : 762
tilt : 1018, real_tilt ; 1016, pan : 778, real_pan : 778
tilt : 1018, real_tilt ; 1016, pan : 794, real_pan : 794
tilt : 1018, real_tilt ; 1016, pan : 810, real_pan : 810
tilt : 1018, real_tilt ; 1016, pan : 826, real_pan : 826
tilt : 1018, real_tilt ; 1016, pan : 842, real_pan : 842
tilt : 1018, real_tilt ; 1016, pan : 858, real_pan : 858
tilt : 1018, real_tilt ; 1016, pan : 874, real_pan : 873
tilt : 1018, real_tilt ; 1016, pan : 890, real_pan : 889
tilt : 1018, real_tilt ; 1016, pan : 906, real_pan : 906
tilt : 1018, real_tilt ; 1016, pan : 922, real_pan : 921
tilt : 1018, real_tilt ; 1016, pan : 938, real_pan : 937
tilt : 1018, real_tilt ; 1016, pan : 954, real_pan : 953
tilt : 1018, real_tilt ; 1016, pan : 970, real_pan : 969
tilt : 1018, real_tilt ; 1016, pan : 986, real_pan : 986
tilt : 1018, real_tilt ; 1016, pan : 1002, real_pan : 1001
tilt : 1018, real_tilt ; 1016, pan : 1018, real_pan : 1017
tilt : 1018, real_tilt ; 1016, pan : 1034, real_pan : 1033
tilt : 1018, real_tilt ; 1016, pan : 1050, real_pan : 1050
tilt : 1018, real_tilt ; 1016, pan : 1066, real_pan : 1066
tilt : 1018, real_tilt ; 1016, pan : 1082, real_pan : 1081
tilt : 1018, real_tilt ; 1016, pan : 1098, real_pan : 1097
tilt : 1018, real_tilt ; 1016, pan : 1114, real_pan : 1113
tilt : 1018, real_tilt ; 1016, pan : 1130, real_pan : 1128
tilt : 1018, real_tilt ; 1016, pan : 1146, real_pan : 1144
tilt : 1018, real_tilt ; 1016, pan : 1162, real_pan : 1160
tilt : 1018, real_tilt ; 1016, pan : 1178, real_pan : 1176
tilt : 1018, real_tilt ; 1016, pan : 1194, real_pan : 1192
tilt : 1018, real_tilt ; 1016, pan : 1210, real_pan : 1208
tilt : 1018, real_tilt ; 1016, pan : 1226, real_pan : 1223
tilt : 1018, real_tilt ; 1016, pan : 1242, real_pan : 1240
tilt : 1018, real_tilt ; 1016, pan : 1258, real_pan : 1256
tilt : 1018, real_tilt ; 1016, pan : 1274, real_pan : 1272
tilt : 1018, real_tilt ; 1016, pan : 1290, real_pan : 1288
tilt : 1018, real_tilt ; 1016, pan : 1306, real_pan : 1304
tilt : 1018, real_tilt ; 1016, pan : 1322, real_pan : 1320
tilt : 1018, real_tilt ; 1016, pan : 1338, real_pan : 1335
tilt : 1018, real_tilt ; 1016, pan : 1354, real_pan : 1351
tilt : 1034, real_tilt ; 1032, pan : 682, real_pan : 684
tilt : 1034, real_tilt ; 1032, pan : 698, real_pan : 695
tilt : 1034, real_tilt ; 1032, pan : 714, real_pan : 714
tilt : 1034, real_tilt ; 1032, pan : 730, real_pan : 731
tilt : 1034, real_tilt ; 1032, pan : 746, real_pan : 747
tilt : 1034, real_tilt ; 1032, pan : 762, real_pan : 762
tilt : 1034, real_tilt ; 1032, pan : 778, real_pan : 778
tilt : 1034, real_tilt ; 1032, pan : 794, real_pan : 794
tilt : 1034, real_tilt ; 1032, pan : 810, real_pan : 811
tilt : 1034, real_tilt ; 1032, pan : 826, real_pan : 826
tilt : 1034, real_tilt ; 1032, pan : 842, real_pan : 842
tilt : 1034, real_tilt ; 1032, pan : 858, real_pan : 859
tilt : 1034, real_tilt ; 1032, pan : 874, real_pan : 874
tilt : 1034, real_tilt ; 1032, pan : 890, real_pan : 890
tilt : 1034, real_tilt ; 1032, pan : 906, real_pan : 906
tilt : 1034, real_tilt ; 1032, pan : 922, real_pan : 922
tilt : 1034, real_tilt ; 1032, pan : 938, real_pan : 938
tilt : 1034, real_tilt ; 1032, pan : 954, real_pan : 954
tilt : 1034, real_tilt ; 1032, pan : 970, real_pan : 970
tilt : 1034, real_tilt ; 1032, pan : 986, real_pan : 986
tilt : 1034, real_tilt ; 1032, pan : 1002, real_pan : 1002
tilt : 1034, real_tilt ; 1032, pan : 1018, real_pan : 1018
tilt : 1034, real_tilt ; 1032, pan : 1034, real_pan : 1034
tilt : 1034, real_tilt ; 1032, pan : 1050, real_pan : 1050
tilt : 1034, real_tilt ; 1032, pan : 1066, real_pan : 1066
tilt : 1034, real_tilt ; 1032, pan : 1082, real_pan : 1082
tilt : 1034, real_tilt ; 1032, pan : 1098, real_pan : 1098
tilt : 1034, real_tilt ; 1032, pan : 1114, real_pan : 1113
tilt : 1034, real_tilt ; 1032, pan : 1130, real_pan : 1129
tilt : 1034, real_tilt ; 1032, pan : 1146, real_pan : 1144
tilt : 1034, real_tilt ; 1032, pan : 1162, real_pan : 1160
tilt : 1034, real_tilt ; 1032, pan : 1178, real_pan : 1176
tilt : 1034, real_tilt ; 1032, pan : 1194, real_pan : 1192
tilt : 1034, real_tilt ; 1032, pan : 1210, real_pan : 1208
tilt : 1034, real_tilt ; 1032, pan : 1226, real_pan : 1224
tilt : 1034, real_tilt ; 1032, pan : 1242, real_pan : 1240
tilt : 1034, real_tilt ; 1032, pan : 1258, real_pan : 1255
tilt : 1034, real_tilt ; 1032, pan : 1274, real_pan : 1271
tilt : 1034, real_tilt ; 1032, pan : 1290, real_pan : 1288
tilt : 1034, real_tilt ; 1032, pan : 1306, real_pan : 1304
tilt : 1034, real_tilt ; 1032, pan : 1322, real_pan : 1320
tilt : 1034, real_tilt ; 1032, pan : 1338, real_pan : 1335
tilt : 1034, real_tilt ; 1032, pan : 1354, real_pan : 1351
tilt : 1050, real_tilt ; 1048, pan : 682, real_pan : 684
tilt : 1050, real_tilt ; 1048, pan : 698, real_pan : 695
tilt : 1050, real_tilt ; 1048, pan : 714, real_pan : 714
tilt : 1050, real_tilt ; 1048, pan : 730, real_pan : 731
tilt : 1050, real_tilt ; 1048, pan : 746, real_pan : 747
tilt : 1050, real_tilt ; 1048, pan : 762, real_pan : 762
tilt : 1050, real_tilt ; 1048, pan : 778, real_pan : 778
tilt : 1050, real_tilt ; 1048, pan : 794, real_pan : 794
tilt : 1050, real_tilt ; 1048, pan : 810, real_pan : 811
tilt : 1050, real_tilt ; 1048, pan : 826, real_pan : 826
tilt : 1050, real_tilt ; 1048, pan : 842, real_pan : 842
tilt : 1050, real_tilt ; 1048, pan : 858, real_pan : 858
tilt : 1050, real_tilt ; 1048, pan : 874, real_pan : 873
tilt : 1050, real_tilt ; 1048, pan : 890, real_pan : 890
tilt : 1050, real_tilt ; 1048, pan : 906, real_pan : 906
tilt : 1050, real_tilt ; 1048, pan : 922, real_pan : 921
tilt : 1050, real_tilt ; 1048, pan : 938, real_pan : 937
tilt : 1050, real_tilt ; 1048, pan : 954, real_pan : 953
tilt : 1050, real_tilt ; 1048, pan : 970, real_pan : 969
tilt : 1050, real_tilt ; 1048, pan : 986, real_pan : 986
tilt : 1050, real_tilt ; 1048, pan : 1002, real_pan : 1002
tilt : 1050, real_tilt ; 1048, pan : 1018, real_pan : 1017
tilt : 1050, real_tilt ; 1048, pan : 1034, real_pan : 1034
tilt : 1050, real_tilt ; 1048, pan : 1050, real_pan : 1049
tilt : 1050, real_tilt ; 1048, pan : 1066, real_pan : 1065
tilt : 1050, real_tilt ; 1048, pan : 1082, real_pan : 1082
tilt : 1050, real_tilt ; 1048, pan : 1098, real_pan : 1098
tilt : 1050, real_tilt ; 1048, pan : 1114, real_pan : 1113
tilt : 1050, real_tilt ; 1048, pan : 1130, real_pan : 1128
tilt : 1050, real_tilt ; 1048, pan : 1146, real_pan : 1144
tilt : 1050, real_tilt ; 1048, pan : 1162, real_pan : 1160
tilt : 1050, real_tilt ; 1048, pan : 1178, real_pan : 1176
tilt : 1050, real_tilt ; 1048, pan : 1194, real_pan : 1192
tilt : 1050, real_tilt ; 1048, pan : 1210, real_pan : 1208
tilt : 1050, real_tilt ; 1048, pan : 1226, real_pan : 1224
tilt : 1050, real_tilt ; 1048, pan : 1242, real_pan : 1240
tilt : 1050, real_tilt ; 1048, pan : 1258, real_pan : 1256
tilt : 1050, real_tilt ; 1048, pan : 1274, real_pan : 1272
tilt : 1050, real_tilt ; 1048, pan : 1290, real_pan : 1288
tilt : 1050, real_tilt ; 1048, pan : 1306, real_pan : 1304
tilt : 1050, real_tilt ; 1048, pan : 1322, real_pan : 1320
tilt : 1050, real_tilt ; 1048, pan : 1338, real_pan : 1336
tilt : 1050, real_tilt ; 1048, pan : 1354, real_pan : 1351
tilt : 1066, real_tilt ; 1063, pan : 682, real_pan : 684
tilt : 1066, real_tilt ; 1063, pan : 698, real_pan : 695
tilt : 1066, real_tilt ; 1063, pan : 714, real_pan : 714
tilt : 1066, real_tilt ; 1063, pan : 730, real_pan : 730
tilt : 1066, real_tilt ; 1063, pan : 746, real_pan : 746
tilt : 1066, real_tilt ; 1063, pan : 762, real_pan : 762
tilt : 1066, real_tilt ; 1063, pan : 778, real_pan : 778
tilt : 1066, real_tilt ; 1063, pan : 794, real_pan : 794
tilt : 1066, real_tilt ; 1063, pan : 810, real_pan : 810
tilt : 1066, real_tilt ; 1063, pan : 826, real_pan : 826
tilt : 1066, real_tilt ; 1063, pan : 842, real_pan : 842
tilt : 1066, real_tilt ; 1063, pan : 858, real_pan : 858
tilt : 1066, real_tilt ; 1063, pan : 874, real_pan : 873
tilt : 1066, real_tilt ; 1063, pan : 890, real_pan : 890
tilt : 1066, real_tilt ; 1063, pan : 906, real_pan : 906
tilt : 1066, real_tilt ; 1063, pan : 922, real_pan : 921
tilt : 1066, real_tilt ; 1063, pan : 938, real_pan : 938
tilt : 1066, real_tilt ; 1063, pan : 954, real_pan : 954
tilt : 1066, real_tilt ; 1063, pan : 970, real_pan : 969
tilt : 1066, real_tilt ; 1063, pan : 986, real_pan : 986
tilt : 1066, real_tilt ; 1063, pan : 1002, real_pan : 1001
tilt : 1066, real_tilt ; 1063, pan : 1018, real_pan : 1018
tilt : 1066, real_tilt ; 1063, pan : 1034, real_pan : 1034
tilt : 1066, real_tilt ; 1063, pan : 1050, real_pan : 1049
tilt : 1066, real_tilt ; 1063, pan : 1066, real_pan : 1066
tilt : 1066, real_tilt ; 1063, pan : 1082, real_pan : 1082
tilt : 1066, real_tilt ; 1063, pan : 1098, real_pan : 1098
tilt : 1066, real_tilt ; 1063, pan : 1114, real_pan : 1113
tilt : 1066, real_tilt ; 1063, pan : 1130, real_pan : 1129
tilt : 1066, real_tilt ; 1063, pan : 1146, real_pan : 1144
tilt : 1066, real_tilt ; 1063, pan : 1162, real_pan : 1160
tilt : 1066, real_tilt ; 1063, pan : 1178, real_pan : 1176
tilt : 1066, real_tilt ; 1063, pan : 1194, real_pan : 1192
tilt : 1066, real_tilt ; 1063, pan : 1210, real_pan : 1208
tilt : 1066, real_tilt ; 1063, pan : 1226, real_pan : 1224
tilt : 1066, real_tilt ; 1063, pan : 1242, real_pan : 1240
tilt : 1066, real_tilt ; 1063, pan : 1258, real_pan : 1256
tilt : 1066, real_tilt ; 1063, pan : 1274, real_pan : 1272
tilt : 1066, real_tilt ; 1063, pan : 1290, real_pan : 1288
tilt : 1066, real_tilt ; 1063, pan : 1306, real_pan : 1304
tilt : 1066, real_tilt ; 1063, pan : 1322, real_pan : 1320
tilt : 1066, real_tilt ; 1063, pan : 1338, real_pan : 1336
tilt : 1066, real_tilt ; 1063, pan : 1354, real_pan : 1351
tilt : 1082, real_tilt ; 1080, pan : 682, real_pan : 685
tilt : 1082, real_tilt ; 1080, pan : 698, real_pan : 695
tilt : 1082, real_tilt ; 1080, pan : 714, real_pan : 714
tilt : 1082, real_tilt ; 1080, pan : 730, real_pan : 730
tilt : 1082, real_tilt ; 1080, pan : 746, real_pan : 746
tilt : 1082, real_tilt ; 1080, pan : 762, real_pan : 762
tilt : 1082, real_tilt ; 1080, pan : 778, real_pan : 778
tilt : 1082, real_tilt ; 1080, pan : 794, real_pan : 794
tilt : 1082, real_tilt ; 1080, pan : 810, real_pan : 810
tilt : 1082, real_tilt ; 1080, pan : 826, real_pan : 826
tilt : 1082, real_tilt ; 1080, pan : 842, real_pan : 842
tilt : 1082, real_tilt ; 1080, pan : 858, real_pan : 858
tilt : 1082, real_tilt ; 1080, pan : 874, real_pan : 874
tilt : 1082, real_tilt ; 1080, pan : 890, real_pan : 890
tilt : 1082, real_tilt ; 1080, pan : 906, real_pan : 906
tilt : 1082, real_tilt ; 1080, pan : 922, real_pan : 921
tilt : 1082, real_tilt ; 1080, pan : 938, real_pan : 938
tilt : 1082, real_tilt ; 1080, pan : 954, real_pan : 953
tilt : 1082, real_tilt ; 1080, pan : 970, real_pan : 969
tilt : 1082, real_tilt ; 1080, pan : 986, real_pan : 986
tilt : 1082, real_tilt ; 1080, pan : 1002, real_pan : 1002
tilt : 1082, real_tilt ; 1080, pan : 1018, real_pan : 1018
tilt : 1082, real_tilt ; 1080, pan : 1034, real_pan : 1034
tilt : 1082, real_tilt ; 1080, pan : 1050, real_pan : 1049
tilt : 1082, real_tilt ; 1080, pan : 1066, real_pan : 1066
tilt : 1082, real_tilt ; 1080, pan : 1082, real_pan : 1082
tilt : 1082, real_tilt ; 1080, pan : 1098, real_pan : 1098
tilt : 1082, real_tilt ; 1080, pan : 1114, real_pan : 1113
tilt : 1082, real_tilt ; 1080, pan : 1130, real_pan : 1129
tilt : 1082, real_tilt ; 1080, pan : 1146, real_pan : 1145
tilt : 1082, real_tilt ; 1080, pan : 1162, real_pan : 1160
tilt : 1082, real_tilt ; 1080, pan : 1178, real_pan : 1176
tilt : 1082, real_tilt ; 1080, pan : 1194, real_pan : 1192
tilt : 1082, real_tilt ; 1080, pan : 1210, real_pan : 1208
tilt : 1082, real_tilt ; 1080, pan : 1226, real_pan : 1224
tilt : 1082, real_tilt ; 1080, pan : 1242, real_pan : 1240
tilt : 1082, real_tilt ; 1080, pan : 1258, real_pan : 1256
tilt : 1082, real_tilt ; 1080, pan : 1274, real_pan : 1272
tilt : 1082, real_tilt ; 1080, pan : 1290, real_pan : 1288
tilt : 1082, real_tilt ; 1080, pan : 1306, real_pan : 1304
tilt : 1082, real_tilt ; 1080, pan : 1322, real_pan : 1319
tilt : 1082, real_tilt ; 1080, pan : 1338, real_pan : 1336
tilt : 1082, real_tilt ; 1080, pan : 1354, real_pan : 1352
tilt : 1098, real_tilt ; 1096, pan : 682, real_pan : 684
tilt : 1098, real_tilt ; 1096, pan : 698, real_pan : 695
tilt : 1098, real_tilt ; 1096, pan : 714, real_pan : 714
tilt : 1098, real_tilt ; 1096, pan : 730, real_pan : 730
tilt : 1098, real_tilt ; 1096, pan : 746, real_pan : 747
tilt : 1098, real_tilt ; 1096, pan : 762, real_pan : 762
tilt : 1098, real_tilt ; 1096, pan : 778, real_pan : 778
tilt : 1098, real_tilt ; 1096, pan : 794, real_pan : 794
tilt : 1098, real_tilt ; 1096, pan : 810, real_pan : 811
tilt : 1098, real_tilt ; 1096, pan : 826, real_pan : 826
tilt : 1098, real_tilt ; 1096, pan : 842, real_pan : 842
tilt : 1098, real_tilt ; 1096, pan : 858, real_pan : 858
tilt : 1098, real_tilt ; 1096, pan : 874, real_pan : 874
tilt : 1098, real_tilt ; 1096, pan : 890, real_pan : 890
tilt : 1098, real_tilt ; 1096, pan : 906, real_pan : 905
tilt : 1098, real_tilt ; 1096, pan : 922, real_pan : 921
tilt : 1098, real_tilt ; 1096, pan : 938, real_pan : 938
tilt : 1098, real_tilt ; 1096, pan : 954, real_pan : 954
tilt : 1098, real_tilt ; 1096, pan : 970, real_pan : 970
tilt : 1098, real_tilt ; 1096, pan : 986, real_pan : 986
tilt : 1098, real_tilt ; 1096, pan : 1002, real_pan : 1002
tilt : 1098, real_tilt ; 1096, pan : 1018, real_pan : 1017
tilt : 1098, real_tilt ; 1096, pan : 1034, real_pan : 1033
tilt : 1098, real_tilt ; 1096, pan : 1050, real_pan : 1049
tilt : 1098, real_tilt ; 1096, pan : 1066, real_pan : 1065
tilt : 1098, real_tilt ; 1096, pan : 1082, real_pan : 1082
tilt : 1098, real_tilt ; 1096, pan : 1098, real_pan : 1097
tilt : 1098, real_tilt ; 1096, pan : 1114, real_pan : 1113
tilt : 1098, real_tilt ; 1096, pan : 1130, real_pan : 1129
tilt : 1098, real_tilt ; 1096, pan : 1146, real_pan : 1144
tilt : 1098, real_tilt ; 1096, pan : 1162, real_pan : 1160
tilt : 1098, real_tilt ; 1096, pan : 1178, real_pan : 1177
tilt : 1098, real_tilt ; 1096, pan : 1194, real_pan : 1192
tilt : 1098, real_tilt ; 1096, pan : 1210, real_pan : 1208
tilt : 1098, real_tilt ; 1096, pan : 1226, real_pan : 1224
tilt : 1098, real_tilt ; 1096, pan : 1242, real_pan : 1239
tilt : 1098, real_tilt ; 1096, pan : 1258, real_pan : 1255
tilt : 1098, real_tilt ; 1096, pan : 1274, real_pan : 1272
tilt : 1098, real_tilt ; 1096, pan : 1290, real_pan : 1288
tilt : 1098, real_tilt ; 1096, pan : 1306, real_pan : 1303
tilt : 1098, real_tilt ; 1096, pan : 1322, real_pan : 1320
tilt : 1098, real_tilt ; 1096, pan : 1338, real_pan : 1335
tilt : 1098, real_tilt ; 1096, pan : 1354, real_pan : 1351
tilt : 1114, real_tilt ; 1112, pan : 682, real_pan : 684
tilt : 1114, real_tilt ; 1112, pan : 698, real_pan : 695
tilt : 1114, real_tilt ; 1112, pan : 714, real_pan : 714
tilt : 1114, real_tilt ; 1112, pan : 730, real_pan : 731
tilt : 1114, real_tilt ; 1112, pan : 746, real_pan : 746
tilt : 1114, real_tilt ; 1112, pan : 762, real_pan : 762
tilt : 1114, real_tilt ; 1112, pan : 778, real_pan : 778
tilt : 1114, real_tilt ; 1112, pan : 794, real_pan : 794
tilt : 1114, real_tilt ; 1112, pan : 810, real_pan : 810
tilt : 1114, real_tilt ; 1112, pan : 826, real_pan : 826
tilt : 1114, real_tilt ; 1112, pan : 842, real_pan : 842
tilt : 1114, real_tilt ; 1112, pan : 858, real_pan : 858
tilt : 1114, real_tilt ; 1112, pan : 874, real_pan : 874
tilt : 1114, real_tilt ; 1112, pan : 890, real_pan : 889
tilt : 1114, real_tilt ; 1112, pan : 906, real_pan : 906
tilt : 1114, real_tilt ; 1112, pan : 922, real_pan : 922
tilt : 1114, real_tilt ; 1112, pan : 938, real_pan : 938
tilt : 1114, real_tilt ; 1112, pan : 954, real_pan : 954
tilt : 1114, real_tilt ; 1112, pan : 970, real_pan : 970
tilt : 1114, real_tilt ; 1112, pan : 986, real_pan : 986
tilt : 1114, real_tilt ; 1112, pan : 1002, real_pan : 1001
tilt : 1114, real_tilt ; 1112, pan : 1018, real_pan : 1018
tilt : 1114, real_tilt ; 1112, pan : 1034, real_pan : 1034
tilt : 1114, real_tilt ; 1112, pan : 1050, real_pan : 1049
tilt : 1114, real_tilt ; 1112, pan : 1066, real_pan : 1066
tilt : 1114, real_tilt ; 1112, pan : 1082, real_pan : 1082
tilt : 1114, real_tilt ; 1112, pan : 1098, real_pan : 1098
tilt : 1114, real_tilt ; 1112, pan : 1114, real_pan : 1113
tilt : 1114, real_tilt ; 1112, pan : 1130, real_pan : 1129
tilt : 1114, real_tilt ; 1112, pan : 1146, real_pan : 1145
tilt : 1114, real_tilt ; 1112, pan : 1162, real_pan : 1161
tilt : 1114, real_tilt ; 1112, pan : 1178, real_pan : 1177
tilt : 1114, real_tilt ; 1112, pan : 1194, real_pan : 1192
tilt : 1114, real_tilt ; 1112, pan : 1210, real_pan : 1208
tilt : 1114, real_tilt ; 1112, pan : 1226, real_pan : 1224
tilt : 1114, real_tilt ; 1112, pan : 1242, real_pan : 1240
tilt : 1114, real_tilt ; 1112, pan : 1258, real_pan : 1255
tilt : 1114, real_tilt ; 1112, pan : 1274, real_pan : 1272
tilt : 1114, real_tilt ; 1112, pan : 1290, real_pan : 1288
tilt : 1114, real_tilt ; 1112, pan : 1306, real_pan : 1303
tilt : 1114, real_tilt ; 1112, pan : 1322, real_pan : 1319
tilt : 1114, real_tilt ; 1112, pan : 1338, real_pan : 1336
tilt : 1114, real_tilt ; 1112, pan : 1354, real_pan : 1351
tilt : 1130, real_tilt ; 1128, pan : 682, real_pan : 684
tilt : 1130, real_tilt ; 1128, pan : 698, real_pan : 698
tilt : 1130, real_tilt ; 1128, pan : 714, real_pan : 714
tilt : 1130, real_tilt ; 1128, pan : 730, real_pan : 730
tilt : 1130, real_tilt ; 1128, pan : 746, real_pan : 746
tilt : 1130, real_tilt ; 1128, pan : 762, real_pan : 762
tilt : 1130, real_tilt ; 1128, pan : 778, real_pan : 779
tilt : 1130, real_tilt ; 1128, pan : 794, real_pan : 794
tilt : 1130, real_tilt ; 1128, pan : 810, real_pan : 810
tilt : 1130, real_tilt ; 1128, pan : 826, real_pan : 826
tilt : 1130, real_tilt ; 1128, pan : 842, real_pan : 842
tilt : 1130, real_tilt ; 1128, pan : 858, real_pan : 858
tilt : 1130, real_tilt ; 1128, pan : 874, real_pan : 874
tilt : 1130, real_tilt ; 1128, pan : 890, real_pan : 890
tilt : 1130, real_tilt ; 1128, pan : 906, real_pan : 906
tilt : 1130, real_tilt ; 1128, pan : 922, real_pan : 922
tilt : 1130, real_tilt ; 1128, pan : 938, real_pan : 937
tilt : 1130, real_tilt ; 1128, pan : 954, real_pan : 954
tilt : 1130, real_tilt ; 1128, pan : 970, real_pan : 970
tilt : 1130, real_tilt ; 1128, pan : 986, real_pan : 986
tilt : 1130, real_tilt ; 1128, pan : 1002, real_pan : 1001
tilt : 1130, real_tilt ; 1128, pan : 1018, real_pan : 1018
tilt : 1130, real_tilt ; 1128, pan : 1034, real_pan : 1034
tilt : 1130, real_tilt ; 1128, pan : 1050, real_pan : 1049
tilt : 1130, real_tilt ; 1128, pan : 1066, real_pan : 1066
tilt : 1130, real_tilt ; 1128, pan : 1082, real_pan : 1082
tilt : 1130, real_tilt ; 1128, pan : 1098, real_pan : 1098
tilt : 1130, real_tilt ; 1128, pan : 1114, real_pan : 1113
tilt : 1130, real_tilt ; 1128, pan : 1130, real_pan : 1129
tilt : 1130, real_tilt ; 1128, pan : 1146, real_pan : 1145
tilt : 1130, real_tilt ; 1128, pan : 1162, real_pan : 1160
tilt : 1130, real_tilt ; 1128, pan : 1178, real_pan : 1177
tilt : 1130, real_tilt ; 1128, pan : 1194, real_pan : 1192
tilt : 1130, real_tilt ; 1128, pan : 1210, real_pan : 1208
tilt : 1130, real_tilt ; 1128, pan : 1226, real_pan : 1224
tilt : 1130, real_tilt ; 1128, pan : 1242, real_pan : 1240
tilt : 1130, real_tilt ; 1128, pan : 1258, real_pan : 1256
tilt : 1130, real_tilt ; 1128, pan : 1274, real_pan : 1272
tilt : 1130, real_tilt ; 1128, pan : 1290, real_pan : 1287
tilt : 1130, real_tilt ; 1128, pan : 1306, real_pan : 1303
tilt : 1130, real_tilt ; 1128, pan : 1322, real_pan : 1320
tilt : 1130, real_tilt ; 1128, pan : 1338, real_pan : 1335
tilt : 1130, real_tilt ; 1128, pan : 1354, real_pan : 1351
tilt : 1146, real_tilt ; 1144, pan : 682, real_pan : 684
tilt : 1146, real_tilt ; 1144, pan : 698, real_pan : 698
tilt : 1146, real_tilt ; 1144, pan : 714, real_pan : 714
tilt : 1146, real_tilt ; 1144, pan : 730, real_pan : 730
tilt : 1146, real_tilt ; 1144, pan : 746, real_pan : 746
tilt : 1146, real_tilt ; 1144, pan : 762, real_pan : 762
tilt : 1146, real_tilt ; 1144, pan : 778, real_pan : 778
tilt : 1146, real_tilt ; 1144, pan : 794, real_pan : 794
tilt : 1146, real_tilt ; 1144, pan : 810, real_pan : 810
tilt : 1146, real_tilt ; 1144, pan : 826, real_pan : 826
tilt : 1146, real_tilt ; 1144, pan : 842, real_pan : 842
tilt : 1146, real_tilt ; 1144, pan : 858, real_pan : 858
tilt : 1146, real_tilt ; 1144, pan : 874, real_pan : 873
tilt : 1146, real_tilt ; 1144, pan : 890, real_pan : 890
tilt : 1146, real_tilt ; 1144, pan : 906, real_pan : 906
tilt : 1146, real_tilt ; 1144, pan : 922, real_pan : 921
tilt : 1146, real_tilt ; 1144, pan : 938, real_pan : 938
tilt : 1146, real_tilt ; 1144, pan : 954, real_pan : 953
tilt : 1146, real_tilt ; 1144, pan : 970, real_pan : 970
tilt : 1146, real_tilt ; 1144, pan : 986, real_pan : 986
tilt : 1146, real_tilt ; 1144, pan : 1002, real_pan : 1002
tilt : 1146, real_tilt ; 1144, pan : 1018, real_pan : 1018
tilt : 1146, real_tilt ; 1144, pan : 1034, real_pan : 1034
tilt : 1146, real_tilt ; 1144, pan : 1050, real_pan : 1049
tilt : 1146, real_tilt ; 1144, pan : 1066, real_pan : 1066
tilt : 1146, real_tilt ; 1144, pan : 1082, real_pan : 1082
tilt : 1146, real_tilt ; 1144, pan : 1098, real_pan : 1098
tilt : 1146, real_tilt ; 1144, pan : 1114, real_pan : 1113
tilt : 1146, real_tilt ; 1144, pan : 1130, real_pan : 1129
tilt : 1146, real_tilt ; 1144, pan : 1146, real_pan : 1144
tilt : 1146, real_tilt ; 1144, pan : 1162, real_pan : 1160
tilt : 1146, real_tilt ; 1144, pan : 1178, real_pan : 1176
